J         CT        CP        eta
0.435356  0.076022  0.043163  0.766785
0.458761  0.070536  0.041588  0.778099
0.482450  0.065028  0.039837  0.787543
0.505648  0.060052  0.038103  0.796922
0.528204  0.054583  0.035932  0.802376
0.554743  0.048146  0.033125  0.806296
0.579242  0.042713  0.030669  0.806704
0.604685  0.037414  0.028205  0.802112
0.633169  0.031835  0.025613  0.786972
0.659426  0.027046  0.023317  0.764873
0.682470  0.022320  0.020958  0.726801
0.707739  0.017576  0.018504  0.672258
0.736512  0.012024  0.015476  0.572269
0.764768  0.006486  0.012301  0.403227
0.787930  0.001602  0.009527  0.132434
0.812421 -0.004341  0.006235 -0.565588
0.815400 -0.004439  0.006253 -0.578794
0.815400 -0.004439  0.006253 -0.578794
0.815400 -0.004439  0.006253 -0.578794
0.815400 -0.004439  0.006253 -0.578794
0.815400 -0.004439  0.006253 -0.578794
0.815400 -0.004439  0.006253 -0.578794
0.815400 -0.004439  0.006253 -0.578794
0.815400 -0.004439  0.006253 -0.578794
