J         CT        CP        eta
0.209576  0.079090  0.028904  0.573454
0.229243  0.076459  0.028773  0.609167
0.240848  0.074838  0.028674  0.628594
0.253769  0.072651  0.028405  0.649073
0.267772  0.070885  0.028303  0.670644
0.280647  0.068889  0.028072  0.688703
0.295155  0.066782  0.027849  0.707773
0.308301  0.064620  0.027528  0.723699
0.322002  0.062244  0.027128  0.738820
0.335424  0.060163  0.026814  0.752590
0.347902  0.057450  0.026210  0.762564
0.360900  0.055522  0.025908  0.773444
0.373972  0.052948  0.025347  0.781179
0.387351  0.050651  0.024879  0.788591
0.401238  0.048031  0.024264  0.794228
0.414613  0.045335  0.023563  0.797728
0.428173  0.042636  0.022833  0.799512
0.442855  0.039888  0.022080  0.800003
0.457996  0.036670  0.021087  0.796434
0.470922  0.034315  0.020352  0.793988
0.483895  0.031294  0.019287  0.785110
0.496907  0.028280  0.018191  0.772489
0.510861  0.025127  0.017007  0.754765
0.523942  0.022114  0.015847  0.731163
