J         CT        CP        eta
0.489291  0.087369  0.061054  0.700185
0.518936  0.083236  0.060163  0.717949
0.546338  0.078515  0.058754  0.730087
0.571860  0.074806  0.057735  0.740941
0.598860  0.070863  0.056528  0.750724
0.625489  0.066035  0.054746  0.754460
0.653619  0.061234  0.052898  0.756620
0.682190  0.056022  0.050585  0.755500
0.712767  0.050532  0.048154  0.747959
0.739782  0.044680  0.045177  0.731649
0.770528  0.038597  0.041965  0.708678
0.797166  0.033136  0.038862  0.679708
0.825842  0.026887  0.035025  0.633955
0.857487  0.019927  0.030657  0.557377
0.883427  0.013765  0.026632  0.456599
0.910848  0.006287  0.021625  0.264806
0.939796 -0.001190  0.016509 -0.067742
0.970021 -0.008188  0.011953 -0.664559
0.997573 -0.015547  0.006936 -2.236479
0.996310 -0.015581  0.006885 -2.254776
0.996310 -0.015581  0.006885 -2.254776
0.996310 -0.015581  0.006885 -2.254776
0.996310 -0.015581  0.006885 -2.254776
0.996310 -0.015581  0.006885 -2.254776
