J         CT        CP        eta
0.440725  0.110633  0.073008  0.667853
0.466560  0.107951  0.073271  0.687385
0.492371  0.104398  0.072939  0.704738
0.520729  0.101468  0.073109  0.722723
0.547059  0.097103  0.072544  0.732262
0.571128  0.093006  0.072033  0.737414
0.597884  0.089013  0.071589  0.743398
0.625568  0.084452  0.070676  0.747501
0.649053  0.080835  0.069594  0.753891
0.676412  0.076654  0.068414  0.757883
0.702898  0.073014  0.067316  0.762400
0.726609  0.069050  0.065742  0.763169
0.751867  0.065169  0.064194  0.763286
0.777171  0.061059  0.062380  0.760713
0.801501  0.056969  0.060385  0.756158
0.826824  0.052671  0.058312  0.746829
0.856415  0.047910  0.055833  0.734876
0.883205  0.043025  0.053080  0.715904
0.905112  0.038319  0.050030  0.693249
0.931563  0.033304  0.046826  0.662558
0.956435  0.028153  0.043349  0.621155
0.989351  0.021836  0.038924  0.555002
1.009900  0.016297  0.034645  0.475042
1.033763  0.010951  0.030593  0.370049
