J         CT        CP        eta
0.111706  0.083952  0.034438  0.272315
0.143277  0.081370  0.034427  0.338641
0.175903  0.078834  0.034429  0.402775
0.203469  0.075014  0.033771  0.451962
0.232422  0.072327  0.033536  0.501268
0.262994  0.068883  0.033068  0.547832
0.292362  0.064957  0.032398  0.586167
0.320640  0.061265  0.031778  0.618151
0.349131  0.057082  0.030857  0.645860
0.380922  0.052679  0.029875  0.671699
0.409579  0.047992  0.028581  0.687742
0.441072  0.042954  0.027063  0.700038
0.470313  0.037365  0.025107  0.699930
0.499830  0.031772  0.023017  0.689946
0.532700  0.025354  0.020502  0.658772
0.562812  0.019083  0.017853  0.601594
0.592658  0.012547  0.014992  0.495980
