J         CT        CP        eta
0.107047  0.084769  0.029805  0.304460
0.126070  0.082983  0.029963  0.349152
0.143863  0.080760  0.030031  0.386882
0.165706  0.078532  0.030123  0.432004
0.184840  0.075936  0.030009  0.467736
0.204839  0.073495  0.030066  0.500729
0.224284  0.071024  0.029882  0.533092
0.243457  0.068410  0.029582  0.563018
0.264845  0.065883  0.029412  0.593271
0.282449  0.063359  0.029031  0.616434
0.300434  0.060460  0.028470  0.638016
0.321070  0.057658  0.028011  0.660898
0.339736  0.054876  0.027437  0.679499
0.358740  0.051686  0.026684  0.694892
0.377550  0.048765  0.025975  0.708828
