J         CT        CP        eta
0.158832  0.088917  0.032303  0.437192
0.200992  0.083853  0.032564  0.517541
0.237297  0.079386  0.032891  0.572744
0.272711  0.071155  0.031759  0.610993
0.310842  0.063099  0.030154  0.650448
0.342752  0.055265  0.027946  0.677798
0.373119  0.048647  0.025939  0.699761
0.410827  0.041327  0.023606  0.719238
0.449933  0.034095  0.021011  0.730086
0.483772  0.027493  0.018476  0.719873
0.527929  0.019174  0.015601  0.648834
0.559306  0.014299  0.013812  0.579022
0.597926  0.006723  0.010693  0.375882
0.629733 -0.000444  0.007450 -0.037532
0.633721 -0.000443  0.007542 -0.037252
0.633721 -0.000443  0.007542 -0.037252
