J         CT        CP        eta
0.103411  0.066384  0.023197  0.295937
0.125060  0.064125  0.023074  0.347550
0.147064  0.061994  0.022977  0.396788
0.169590  0.059171  0.022661  0.442827
0.190369  0.056807  0.022463  0.481427
0.211782  0.053693  0.022028  0.516205
0.234210  0.050734  0.021667  0.548419
0.254677  0.047622  0.021160  0.573179
0.276746  0.044264  0.020562  0.595735
0.299455  0.040852  0.019922  0.614051
0.321889  0.037191  0.019129  0.625826
0.344897  0.033411  0.018253  0.631343
0.364826  0.029806  0.017274  0.629518
0.388083  0.025678  0.016126  0.617964
0.409474  0.021502  0.014829  0.593736
0.431386  0.017046  0.013431  0.547499
