J         CT        CP        eta
0.166405  0.114139  0.075838  0.250443
0.211817  0.113415  0.075545  0.318003
0.253474  0.111674  0.074532  0.379790
0.295756  0.109907  0.073466  0.442461
0.339999  0.106857  0.073537  0.494054
0.382141  0.102293  0.072877  0.536384
0.423930  0.098204  0.072192  0.576671
0.467824  0.093805  0.071743  0.611689
0.511648  0.088807  0.070373  0.645679
0.552446  0.084570  0.069647  0.670811
0.599264  0.078584  0.067991  0.692623
0.642326  0.072973  0.066136  0.708728
0.683626  0.067610  0.064251  0.719361
0.727179  0.061762  0.061813  0.726574
0.773573  0.054858  0.058477  0.725692
0.812328  0.047943  0.054564  0.713759
0.854073  0.040115  0.049540  0.691585
