J         CT        CP        eta
0.159463  0.115356  0.048780  0.377105
0.196042  0.113759  0.049390  0.451537
0.232339  0.109974  0.049210  0.519228
0.267545  0.107799  0.049954  0.577351
0.302624  0.102362  0.049859  0.621307
0.336930  0.097319  0.049884  0.657318
0.374410  0.092003  0.049966  0.689405
0.406034  0.085083  0.048611  0.710689
0.441539  0.079463  0.047611  0.736947
0.473556  0.073820  0.046132  0.757787
0.509494  0.067334  0.044104  0.777851
0.540834  0.061155  0.041902  0.789343
0.569775  0.055048  0.039353  0.797020
0.603281  0.048943  0.036860  0.801045
0.637223  0.040906  0.032945  0.791217
0.670233  0.032413  0.028422  0.764347
