J         CT        CP        eta
0.108224  0.083386  0.030051  0.300298
0.130007  0.081061  0.030168  0.349320
0.153263  0.078001  0.030263  0.395024
0.178185  0.075547  0.030344  0.443618
0.201914  0.072751  0.030150  0.487201
0.225470  0.069788  0.029789  0.528206
0.248339  0.066641  0.029335  0.564167
0.272249  0.064118  0.029170  0.598434
0.294578  0.061079  0.028676  0.627436
0.317491  0.058039  0.028170  0.654124
0.341046  0.054645  0.027491  0.677895
0.363179  0.051094  0.026646  0.696403
0.385745  0.047833  0.025869  0.713254
0.406329  0.044204  0.024837  0.723163
0.430936  0.040463  0.023748  0.734257
0.452293  0.036968  0.022635  0.738684
