J         CT        CP        eta
0.123597  0.106949  0.044524  0.296887
0.144958  0.106290  0.044976  0.342574
0.160396  0.105531  0.045168  0.374755
0.177668  0.104523  0.045328  0.409688
0.200602  0.103259  0.045520  0.455048
0.217711  0.102019  0.045626  0.486801
0.238797  0.100622  0.045837  0.524211
0.258496  0.099286  0.046139  0.556248
0.279643  0.096697  0.046091  0.586682
0.297640  0.095158  0.046422  0.610122
0.314942  0.092541  0.046161  0.631369
0.413216  0.078811  0.044692  0.728678
0.355190  0.087052  0.045751  0.675828
0.375855  0.084773  0.045680  0.697517
