J         CT        CP        eta
0.103284  0.099015  0.043425  0.235499
0.123007  0.098810  0.043633  0.278560
0.147475  0.098722  0.044045  0.330550
0.164218  0.098266  0.044143  0.365564
0.180951  0.097951  0.044305  0.400051
0.203971  0.097238  0.044305  0.447664
0.221478  0.095995  0.044219  0.480806
0.241171  0.094405  0.044092  0.516373
0.259966  0.093320  0.044307  0.547544
0.280618  0.092175  0.044625  0.579625
0.301001  0.091146  0.044971  0.610069
0.320102  0.089025  0.044933  0.634215
0.339727  0.087213  0.045001  0.658397
0.359107  0.084902  0.044877  0.679401
0.377224  0.082378  0.044737  0.694612
