J         CT        CP        eta
0.538265  0.036809  0.030091  0.658426
0.568492  0.030227  0.027276  0.630001
0.605888  0.021794  0.023362  0.565231
0.635164  0.015503  0.020250  0.486272
0.664416  0.009188  0.017011  0.358848
0.696964  0.001468  0.012899  0.079252
0.732992 -0.006978  0.008620 -0.593387
0.732908 -0.006974  0.008628 -0.592435
0.732908 -0.006974  0.008628 -0.592435
0.732908 -0.006974  0.008628 -0.592435
0.732908 -0.006974  0.008628 -0.592435
0.732908 -0.006974  0.008628 -0.592435
0.732908 -0.006974  0.008628 -0.592435
0.732908 -0.006974  0.008628 -0.592435
0.732908 -0.006974  0.008628 -0.592435
0.732908 -0.006974  0.008628 -0.592435
0.732908 -0.006974  0.008628 -0.592435
0.732908 -0.006974  0.008628 -0.592435
0.732908 -0.006974  0.008628 -0.592435
0.732908 -0.006974  0.008628 -0.592435
0.732908 -0.006974  0.008628 -0.592435
0.732908 -0.006974  0.008628 -0.592435
0.732908 -0.006974  0.008628 -0.592435
0.732908 -0.006974  0.008628 -0.592435
