J         CT        CP        eta
0.138842  0.123747  0.060981  0.281749
0.169000  0.123685  0.061476  0.340014
0.197162  0.121217  0.061750  0.387038
0.225729  0.119117  0.062111  0.432903
0.256096  0.115093  0.062269  0.473349
0.284951  0.112636  0.062662  0.512206
0.313905  0.109328  0.062804  0.546438
0.345149  0.107137  0.063449  0.582803
0.372133  0.103322  0.063033  0.609996
0.401453  0.098944  0.062775  0.632756
0.430866  0.095428  0.062527  0.657581
0.459649  0.090789  0.061626  0.677167
0.487941  0.087058  0.060997  0.696416
0.514321  0.083273  0.060141  0.712142
0.541797  0.078965  0.058951  0.725738
0.568242  0.074628  0.057616  0.736033
