J         CT        CP        eta
0.164692  0.097314  0.047205  0.339514
0.208447  0.092360  0.046801  0.411369
0.251580  0.086905  0.046142  0.473831
0.295715  0.082083  0.045558  0.532794
0.340507  0.077573  0.045267  0.583522
0.381783  0.072933  0.044283  0.628781
0.423997  0.067558  0.043292  0.661652
0.467476  0.060517  0.041015  0.689764
0.513852  0.053023  0.038454  0.708532
0.559436  0.044549  0.035100  0.710029
0.597101  0.036416  0.031264  0.695468
0.652967  0.025081  0.025560  0.640738
0.689569  0.018310  0.021821  0.578630
0.732494  0.008593  0.016089  0.391222
0.778906 -0.001624  0.010111 -0.125139
0.778812 -0.001661  0.010040 -0.128827
0.778812 -0.001661  0.010040 -0.128827
