J         CT        CP        eta
0.111297  0.100036  0.042391  0.262649
0.145237  0.096913  0.042432  0.331711
0.174303  0.094352  0.042481  0.387136
0.203390  0.090947  0.042110  0.439268
0.232331  0.087904  0.041868  0.487796
0.264184  0.084808  0.041693  0.537379
0.293610  0.081694  0.041477  0.578308
0.323402  0.077412  0.040779  0.613922
0.352489  0.073588  0.040196  0.645309
0.380800  0.069408  0.039297  0.672584
0.409953  0.065132  0.038334  0.696539
0.438425  0.059450  0.036530  0.713512
0.470666  0.054675  0.035156  0.731991
0.499510  0.048350  0.032786  0.736646
0.529684  0.042870  0.030704  0.739565
0.559827  0.036514  0.027996  0.730150
0.592243  0.029543  0.024849  0.704129
