J         CT        CP        eta
0.101362  0.096015  0.037772  0.257659
0.125002  0.095238  0.038291  0.310908
0.149380  0.094199  0.038874  0.361973
0.168976  0.092293  0.038930  0.400591
0.193206  0.088747  0.039172  0.437724
0.214211  0.086649  0.039300  0.472298
0.238867  0.083699  0.039804  0.502279
0.259033  0.081349  0.039668  0.531204
0.280789  0.079164  0.039759  0.559073
0.303763  0.076941  0.039726  0.588316
0.327911  0.074718  0.039676  0.617529
0.349575  0.072139  0.039380  0.640373
0.371689  0.069681  0.039068  0.662935
0.392766  0.066723  0.038452  0.681539
0.415732  0.063718  0.037883  0.699237
0.439027  0.061456  0.037558  0.718372
