J         CT        CP        eta
0.156843  0.070013  0.032633  0.336506
0.196456  0.066286  0.032227  0.404082
0.235551  0.060935  0.031450  0.456376
0.273172  0.055174  0.030411  0.495613
0.313353  0.049086  0.029324  0.524519
0.354427  0.042397  0.027629  0.543869
0.399478  0.033827  0.025071  0.538997
0.438420  0.027361  0.023231  0.516361
0.474113  0.020404  0.020677  0.467832
0.514729  0.012972  0.017859  0.373855
0.564799  0.003447  0.013895  0.140101
0.595269 -0.002761  0.011201 -0.146778
0.645864 -0.011884  0.006923 -1.108770
0.645910 -0.011963  0.006872 -1.124508
0.645910 -0.011963  0.006872 -1.124508
0.645910 -0.011963  0.006872 -1.124508
0.645910 -0.011963  0.006872 -1.124508
