J         CT        CP        eta
0.168480  0.088299  0.042379  0.351035
0.211374  0.084654  0.042134  0.424681
0.254331  0.078986  0.041067  0.489163
0.297970  0.074614  0.040846  0.544303
0.338212  0.069288  0.039631  0.591306
0.382884  0.063267  0.038346  0.631727
0.425797  0.056140  0.036255  0.659339
0.469906  0.047675  0.033392  0.670916
0.511630  0.039231  0.030106  0.666689
0.554991  0.029911  0.026016  0.638066
0.611889  0.018096  0.020426  0.542045
0.647041  0.011269  0.016858  0.432498
0.701023  0.000187  0.011139  0.011784
0.731427 -0.005155  0.008416 -0.448055
0.731045 -0.005252  0.008344 -0.460193
0.731045 -0.005252  0.008344 -0.460193
0.731045 -0.005252  0.008344 -0.460193
