J         CT        CP        eta
0.131780  0.091136  0.032652  0.367812
0.156920  0.089173  0.033220  0.421214
0.185813  0.085626  0.033448  0.475665
0.214746  0.081351  0.033461  0.522095
0.243376  0.074811  0.032497  0.560276
0.269671  0.067943  0.031081  0.589505
0.295996  0.061504  0.029626  0.614490
0.322668  0.055326  0.027882  0.640269
0.349341  0.050466  0.026538  0.664315
0.378188  0.045154  0.024949  0.684459
0.406112  0.039976  0.023257  0.698045
0.433442  0.034392  0.021253  0.701410
0.461161  0.028935  0.019318  0.690716
0.489900  0.023432  0.017402  0.659661
0.517634  0.017854  0.015337  0.602575
0.545429  0.012885  0.013479  0.521373
