J         CT        CP        eta
0.140990  0.053556  0.019269  0.391868
0.171145  0.050649  0.019023  0.455675
0.202634  0.047170  0.018623  0.513241
0.233323  0.043943  0.018231  0.562384
0.263287  0.040716  0.017770  0.603253
0.290540  0.036946  0.016988  0.631846
0.319478  0.032709  0.015971  0.654310
0.348921  0.028423  0.014896  0.665765
0.380872  0.022760  0.013228  0.655300
0.410557  0.017587  0.011539  0.625770
0.441270  0.011052  0.009190  0.530669
0.470167  0.005209  0.007085  0.345700
0.471082  0.005258  0.007129  0.347468
0.471082  0.005258  0.007129  0.347468
0.471082  0.005258  0.007129  0.347468
0.471082  0.005258  0.007129  0.347468
