J         CT        CP        eta
0.111033  0.093305  0.031728  0.326520
0.125391  0.092150  0.031940  0.361755
0.139988  0.090862  0.032129  0.395893
0.162224  0.089342  0.032559  0.445142
0.181818  0.087312  0.032806  0.483902
0.197378  0.085901  0.033029  0.513337
0.214888  0.083903  0.033136  0.544121
0.232524  0.081569  0.033181  0.571609
0.250516  0.079287  0.033214  0.598022
0.266970  0.075992  0.032819  0.618174
0.284421  0.073049  0.032492  0.639438
0.301351  0.069333  0.031884  0.655299
0.318902  0.066182  0.031355  0.673116
0.335613  0.062181  0.030400  0.686481
