J         CT        CP        eta
0.102388  0.088002  0.031309  0.287785
0.131903  0.085716  0.031699  0.356674
0.158288  0.083042  0.031951  0.411393
0.186075  0.079543  0.032042  0.461917
0.215552  0.075096  0.031743  0.509939
0.243172  0.072210  0.031733  0.553338
0.271508  0.068242  0.031253  0.592854
0.298489  0.064520  0.030784  0.625597
0.324059  0.059745  0.029755  0.650669
0.351839  0.056134  0.029180  0.676836
0.379612  0.052071  0.028284  0.698854
0.406378  0.047216  0.026942  0.712181
0.433524  0.042712  0.025619  0.722761
0.459611  0.037034  0.023610  0.720933
0.490484  0.030295  0.021053  0.705778
0.518081  0.023737  0.018307  0.671714
0.546444  0.017602  0.015689  0.613045
