J         CT        CP        eta
0.091296  0.091979  0.034111  0.246179
0.111897  0.089712  0.034292  0.292740
0.131402  0.087715  0.034351  0.335532
0.150592  0.086235  0.034502  0.376394
0.169431  0.084037  0.034420  0.413668
0.191788  0.081580  0.034297  0.456202
0.212061  0.079244  0.034132  0.492334
0.233007  0.076836  0.033942  0.527464
0.252465  0.074705  0.033809  0.557855
0.273177  0.071783  0.033406  0.587007
0.292328  0.068934  0.032897  0.612558
0.313199  0.065691  0.032252  0.637929
0.333074  0.063051  0.031861  0.659141
0.353736  0.059819  0.031169  0.678896
0.372368  0.056939  0.030519  0.694723
0.392205  0.053712  0.029716  0.708925
