J         CT        CP        eta
0.149147  0.080552  0.032383  0.371005
0.182896  0.078099  0.032459  0.440054
0.214923  0.074505  0.032066  0.499365
0.250470  0.071804  0.032209  0.558382
0.280372  0.067669  0.031612  0.600167
0.314914  0.063983  0.031202  0.645766
0.346669  0.059537  0.030362  0.679775
0.378139  0.055229  0.029502  0.707890
0.410086  0.050684  0.028423  0.731281
0.436544  0.046597  0.027299  0.745142
0.467687  0.041547  0.025685  0.756518
0.501633  0.035193  0.023370  0.755423
0.531597  0.029508  0.021071  0.744429
0.562470  0.021701  0.017503  0.697378
0.594848  0.015133  0.014498  0.620929
0.596522  0.014593  0.014200  0.612998
