J         CT        CP        eta
0.087461  0.068502  0.021539  0.278160
0.101797  0.067226  0.021581  0.317109
0.117749  0.065741  0.021619  0.358058
0.132257  0.063786  0.021452  0.393248
0.152309  0.062280  0.021614  0.438871
0.167874  0.060356  0.021454  0.472272
0.182442  0.058526  0.021341  0.500335
0.198454  0.056387  0.021131  0.529564
0.214496  0.054072  0.020908  0.554724
0.228111  0.052359  0.020841  0.573085
0.247233  0.050059  0.020532  0.602778
0.261692  0.047780  0.020064  0.623206
0.277438  0.045490  0.019630  0.642939
0.294492  0.043512  0.019385  0.661016
0.311189  0.040731  0.018732  0.676634
