J         CT        CP        eta
0.106564  0.107693  0.045045  0.254760
0.124322  0.106705  0.045365  0.292419
0.146406  0.105545  0.045742  0.337809
0.165244  0.104650  0.046347  0.373109
0.184273  0.102982  0.046505  0.408056
0.202735  0.100753  0.046516  0.439117
0.223152  0.099318  0.046908  0.472473
0.242523  0.097343  0.047022  0.502064
0.260994  0.095797  0.047281  0.528799
0.281135  0.093079  0.047081  0.555804
0.300581  0.090622  0.046989  0.579692
0.320474  0.088769  0.047169  0.603098
0.339677  0.085522  0.046728  0.621670
0.359105  0.082991  0.046440  0.641736
0.378652  0.080576  0.046319  0.658693
