J         CT        CP        eta
0.099765  0.110086  0.040666  0.270072
0.115805  0.109182  0.040985  0.308496
0.130888  0.108177  0.041274  0.343046
0.148251  0.106741  0.041443  0.381833
0.167287  0.105611  0.041898  0.421677
0.180494  0.104583  0.042092  0.448463
0.195709  0.103111  0.042249  0.477642
0.211628  0.101736  0.042504  0.506538
0.229149  0.100124  0.042666  0.537745
0.244955  0.098858  0.042889  0.564611
0.262056  0.097365  0.043128  0.591604
0.277115  0.095735  0.043207  0.614013
0.293844  0.093680  0.043171  0.637635
0.311083  0.092011  0.043373  0.659923
