J         CT        CP        eta
0.194408  0.116819  0.065650  0.345933
0.227649  0.114583  0.064777  0.402680
0.264278  0.112956  0.064944  0.459650
0.297923  0.109123  0.064881  0.501073
0.333071  0.107035  0.065080  0.547789
0.368294  0.101767  0.064648  0.579753
0.400525  0.097950  0.063797  0.614936
0.438225  0.094628  0.063590  0.652119
0.471871  0.090673  0.062733  0.682037
0.505775  0.086582  0.061828  0.708273
0.540837  0.083667  0.061628  0.734252
0.572873  0.078480  0.059878  0.750854
0.606249  0.074675  0.058883  0.768839
0.640497  0.069800  0.057105  0.782889
0.673247  0.064799  0.054978  0.793514
