J         CT        CP        eta
0.399000  0.109015  0.065020  0.668975
0.423119  0.105861  0.064873  0.690449
0.447111  0.103753  0.065159  0.711931
0.472098  0.100503  0.065109  0.728732
0.494821  0.096432  0.064636  0.738233
0.517717  0.092501  0.063976  0.748550
0.544672  0.089052  0.063703  0.761407
0.566053  0.084048  0.062153  0.765459
0.590149  0.079997  0.060962  0.774425
0.613882  0.075792  0.059580  0.780925
0.638249  0.070883  0.057715  0.783868
0.663506  0.066885  0.056175  0.790012
0.686113  0.062602  0.054260  0.791604
0.710728  0.057926  0.052037  0.791160
0.734775  0.053473  0.049885  0.787607
0.759760  0.048936  0.047576  0.781470
0.783051  0.044897  0.045368  0.774916
0.808090  0.040003  0.042515  0.760335
0.829550  0.036212  0.040341  0.744655
0.855385  0.031142  0.037323  0.713709
0.875323  0.026317  0.034253  0.672516
0.904571  0.020501  0.030722  0.603616
0.927030  0.015953  0.027772  0.532500
0.944962  0.011215  0.024425  0.433886
