J         CT        CP        eta
0.112244  0.102606  0.082756  0.139166
0.130768  0.102768  0.081810  0.164270
0.152623  0.102534  0.080472  0.194467
0.170870  0.102695  0.079423  0.220937
0.192713  0.102143  0.078161  0.251842
0.212276  0.101660  0.077234  0.279411
0.230336  0.101125  0.076446  0.304693
0.253996  0.101302  0.076101  0.338110
0.272059  0.101456  0.075972  0.363321
0.291888  0.100858  0.075284  0.391041
0.311370  0.100396  0.074807  0.417879
0.331570  0.100023  0.074410  0.445705
0.350867  0.100374  0.074577  0.472235
0.372499  0.100487  0.074660  0.501355
0.392322  0.100306  0.074641  0.527220
