J         CT        CP        eta
0.260522  0.097124  0.042968  0.588886
0.278917  0.095684  0.043314  0.616162
0.293107  0.093740  0.043213  0.635824
0.308621  0.092243  0.043386  0.656164
0.325251  0.090790  0.043621  0.676958
0.341478  0.088596  0.043538  0.694882
0.357683  0.085871  0.043225  0.710580
0.374426  0.084106  0.043279  0.727647
0.389153  0.081374  0.042859  0.738875
0.405075  0.078811  0.042526  0.750707
0.421191  0.075824  0.041965  0.761033
0.436630  0.072700  0.041223  0.770030
0.451551  0.069320  0.040270  0.777299
0.466742  0.066053  0.039361  0.783258
0.483248  0.062161  0.038122  0.787981
0.498744  0.058674  0.036975  0.791443
0.513117  0.054876  0.035466  0.793950
0.529134  0.050914  0.033966  0.793174
0.547136  0.046916  0.032497  0.789904
0.564084  0.041960  0.030415  0.778210
0.579317  0.038312  0.028961  0.766373
0.595086  0.034607  0.027365  0.752588
0.607526  0.031095  0.025662  0.736133
0.625954  0.027018  0.023800  0.710597
