J         CT        CP        eta
0.140120  0.064159  0.024605  0.365374
0.174372  0.060223  0.024089  0.435938
0.211147  0.056720  0.023875  0.501630
0.246594  0.051471  0.022992  0.552034
0.281400  0.045981  0.021958  0.589266
0.316179  0.040285  0.020756  0.613663
0.352694  0.034275  0.019313  0.625932
0.392310  0.027177  0.017482  0.609869
0.426262  0.020935  0.015562  0.573464
0.462525  0.013957  0.013355  0.483385
0.498422  0.007087  0.010973  0.321916
0.534303  0.000770  0.008650  0.047580
0.570557 -0.005634  0.006199 -0.518650
0.570334 -0.005636  0.006201 -0.518359
0.570334 -0.005636  0.006201 -0.518359
0.570334 -0.005636  0.006201 -0.518359
0.570334 -0.005636  0.006201 -0.518359
