J         CT        CP        eta
0.344521  0.089114  0.044909  0.683644
0.364538  0.085121  0.044252  0.701199
0.385306  0.081948  0.043850  0.720061
0.405230  0.078468  0.043214  0.735814
0.423393  0.074701  0.042310  0.747528
0.443445  0.071029  0.041419  0.760455
0.462632  0.067284  0.040349  0.771451
0.483313  0.063804  0.039375  0.783177
0.505043  0.059398  0.037852  0.792531
0.525383  0.055230  0.036315  0.799025
0.543935  0.051515  0.034914  0.802567
0.565968  0.047336  0.033258  0.805540
0.587238  0.042969  0.031313  0.805822
0.608090  0.038526  0.029277  0.800175
0.628995  0.033832  0.027112  0.784888
0.648877  0.029785  0.025240  0.765710
0.672681  0.024682  0.022753  0.729698
0.689834  0.020664  0.020454  0.696887
0.711783  0.015509  0.017811  0.619770
0.731627  0.010410  0.015033  0.506607
0.751409  0.005090  0.011850  0.322776
0.768839  0.000481  0.009255  0.039976
0.770697  0.000475  0.009301  0.039328
0.770697  0.000475  0.009301  0.039328
