J         CT        CP        eta
0.130231  0.090755  0.038232  0.309148
0.158175  0.087422  0.038982  0.354732
0.187447  0.084528  0.039151  0.404699
0.216596  0.081257  0.039071  0.450467
0.242168  0.078766  0.039173  0.486937
0.271230  0.074513  0.038521  0.524658
0.299656  0.072553  0.038554  0.563916
0.326723  0.069813  0.038105  0.598588
0.356583  0.067874  0.038114  0.635009
0.383909  0.065239  0.037696  0.664409
0.410982  0.061942  0.036976  0.688476
0.439279  0.058898  0.036366  0.711456
0.465766  0.055884  0.035613  0.730888
0.494032  0.052665  0.034751  0.748711
0.519105  0.049446  0.033735  0.760875
0.543294  0.045931  0.032488  0.768117
