J         CT        CP        eta
0.261973  0.083036  0.035254  0.617050
0.278512  0.080689  0.035170  0.638974
0.294617  0.077891  0.034887  0.657774
0.309939  0.075632  0.034718  0.675195
0.327330  0.072666  0.034340  0.692639
0.342058  0.069213  0.033631  0.703962
0.357661  0.065547  0.032769  0.715407
0.373261  0.062028  0.031930  0.725094
0.388386  0.058489  0.030997  0.732842
0.403264  0.054403  0.029749  0.737458
0.419287  0.050337  0.028491  0.740785
0.436097  0.045885  0.027032  0.740247
0.452388  0.041688  0.025664  0.734844
0.467213  0.038198  0.024497  0.728519
0.483406  0.034294  0.023103  0.717584
0.499812  0.030400  0.021652  0.701772
0.515977  0.026428  0.020083  0.679004
0.533437  0.022559  0.018545  0.648896
0.548072  0.019184  0.017142  0.613367
0.564188  0.015612  0.015452  0.570041
0.580973  0.012281  0.013958  0.511150
0.596738  0.008683  0.012191  0.425020
0.613180  0.004777  0.010242  0.285986
0.628859  0.001360  0.008514  0.100430
