J         CT        CP        eta
0.177783  0.108029  0.051249  0.374754
0.214634  0.106522  0.051106  0.447371
0.252875  0.103697  0.051644  0.507746
0.289757  0.100685  0.052119  0.559764
0.327460  0.096618  0.052445  0.603267
0.366720  0.092738  0.052972  0.642017
0.402809  0.087939  0.052834  0.670451
0.441350  0.083757  0.052887  0.698972
0.476889  0.078221  0.051888  0.718903
0.514127  0.073151  0.050936  0.738361
0.545560  0.067419  0.049033  0.750130
0.580972  0.062702  0.047573  0.765737
0.614475  0.056937  0.045261  0.772991
0.655633  0.050325  0.042486  0.776595
0.684798  0.044383  0.039435  0.770711
0.729609  0.036596  0.035417  0.753897
