J         CT        CP        eta
0.113625  0.104370  0.038654  0.306795
0.136614  0.103100  0.039143  0.359821
0.151789  0.102088  0.039399  0.393305
0.174664  0.099865  0.039614  0.440319
0.197613  0.098287  0.040019  0.485333
0.215585  0.096675  0.040222  0.518162
0.238395  0.094163  0.040298  0.557048
0.260105  0.092346  0.040634  0.591123
0.280240  0.089905  0.040712  0.618845
0.302673  0.087841  0.041025  0.648061
0.322454  0.085175  0.041037  0.669260
0.344342  0.082166  0.041047  0.689281
0.365148  0.078799  0.040751  0.706067
0.383089  0.074674  0.039889  0.717151
0.405134  0.070027  0.038882  0.729645
