J         CT        CP        eta
0.291872  0.079187  0.034141  0.676960
0.310398  0.076958  0.034074  0.701057
0.328268  0.074193  0.033747  0.721711
0.347340  0.071416  0.033431  0.741986
0.365571  0.068536  0.033020  0.758767
0.383483  0.065419  0.032452  0.773040
0.400957  0.062011  0.031704  0.784254
0.418299  0.058348  0.030703  0.794944
0.433539  0.054693  0.029614  0.800703
0.452953  0.050533  0.028331  0.807900
0.470074  0.046168  0.026929  0.805922
0.489575  0.041728  0.025543  0.799787
0.505769  0.036660  0.023634  0.784525
0.526643  0.031702  0.021742  0.767903
0.544202  0.027194  0.019894  0.743920
0.563218  0.022108  0.017732  0.702187
0.584476  0.017646  0.015682  0.657660
0.602380  0.013273  0.013586  0.588539
0.619334  0.009459  0.011790  0.496890
0.639872  0.005299  0.009816  0.345442
0.655653  0.001464  0.007838  0.122501
0.655462  0.001451  0.007832  0.121457
0.655462  0.001451  0.007832  0.121457
0.655462  0.001451  0.007832  0.121457
