J         CT        CP        eta
0.101827  0.123033  0.051445  0.243519
0.115005  0.122781  0.051828  0.272445
0.132836  0.121634  0.052015  0.310628
0.146254  0.121116  0.052360  0.338304
0.164940  0.119271  0.052437  0.375156
0.179363  0.119466  0.053198  0.402783
0.197225  0.117979  0.053473  0.435138
0.212868  0.116924  0.053801  0.462619
0.228775  0.115834  0.054120  0.489644
0.243637  0.115007  0.054553  0.513626
0.260353  0.113608  0.054808  0.539660
0.275670  0.112164  0.055043  0.561744
0.292928  0.111087  0.055489  0.586430
0.309273  0.110200  0.056046  0.608106
