J         CT        CP        eta
0.123945  0.116937  0.075455  0.192085
0.143967  0.117288  0.075348  0.224102
0.163119  0.116879  0.074768  0.254990
0.182443  0.116302  0.074227  0.285860
0.200770  0.115912  0.073851  0.315115
0.219654  0.115891  0.073575  0.345987
0.238918  0.115655  0.073052  0.378253
0.258547  0.115787  0.072893  0.410694
0.276921  0.115159  0.072217  0.441586
0.297045  0.115278  0.072257  0.473899
0.315655  0.114652  0.071878  0.503496
0.334158  0.114894  0.071902  0.533959
0.353703  0.114652  0.071957  0.563564
0.373999  0.114938  0.072359  0.594080
0.392191  0.114000  0.072465  0.616984
0.412611  0.113379  0.072747  0.643072
0.431285  0.112423  0.073130  0.663019
