J         CT        CP        eta
0.111959  0.124827  0.057480  0.243139
0.130747  0.124093  0.057655  0.281409
0.151329  0.123328  0.057824  0.322754
0.173335  0.122316  0.057962  0.365782
0.191487  0.121517  0.058190  0.399883
0.210540  0.120202  0.058215  0.434720
0.233450  0.119146  0.058722  0.473667
0.252041  0.116818  0.058399  0.504171
0.272404  0.115094  0.058589  0.535118
0.293920  0.113106  0.058879  0.564621
0.313355  0.111238  0.059193  0.588874
0.334637  0.108386  0.059255  0.612097
0.355924  0.106055  0.059604  0.633313
0.375132  0.102195  0.059365  0.645777
0.394561  0.099581  0.059277  0.662825
