J         CT        CP        eta
0.800703  0.081963  0.098897  0.663606
0.850461  0.078241  0.097681  0.681205
0.890913  0.072393  0.094584  0.681891
0.947417  0.065569  0.091038  0.682370
0.992531  0.060366  0.088344  0.678204
1.040272  0.053792  0.084719  0.660523
1.092291  0.045644  0.079319  0.628556
1.131503  0.038871  0.074417  0.591029
1.177277  0.030302  0.067654  0.527314
1.232947  0.020132  0.059522  0.417020
1.272190  0.012136  0.052175  0.295928
1.322111  0.001491  0.042533  0.046348
1.373710 -0.007772  0.033893 -0.314989
1.417392 -0.017208  0.024175 -1.008962
1.468049 -0.026741  0.014707 -2.669419
1.468081 -0.026826  0.014573 -2.702397
1.468081 -0.026826  0.014573 -2.702397
1.468081 -0.026826  0.014573 -2.702397
1.468081 -0.026826  0.014573 -2.702397
1.468081 -0.026826  0.014573 -2.702397
1.468081 -0.026826  0.014573 -2.702397
1.468081 -0.026826  0.014573 -2.702397
1.468081 -0.026826  0.014573 -2.702397
1.468081 -0.026826  0.014573 -2.702397
