J         CT        CP        eta
0.109835  0.107107  0.039715  0.296212
0.127591  0.105605  0.039915  0.337558
0.145375  0.104498  0.040274  0.377197
0.165519  0.102918  0.040594  0.419633
0.181345  0.101874  0.040921  0.451467
0.196101  0.100599  0.041146  0.479454
0.212794  0.099310  0.041412  0.510296
0.229820  0.097338  0.041457  0.539595
0.245791  0.095992  0.041612  0.566997
0.264249  0.094024  0.041723  0.595488
0.282446  0.092219  0.041886  0.621859
0.300218  0.090340  0.041999  0.645774
0.318219  0.088239  0.042094  0.667067
0.334450  0.085893  0.041970  0.684456
