J         CT        CP        eta
0.136160  0.084085  0.029363  0.389903
0.171266  0.080069  0.029835  0.459630
0.200075  0.074911  0.029555  0.507115
0.229318  0.068458  0.028628  0.548360
0.257937  0.062153  0.027493  0.583112
0.286125  0.056526  0.026243  0.616293
0.316937  0.050413  0.024656  0.648024
0.345675  0.045598  0.023374  0.674344
0.376887  0.040234  0.021822  0.694887
0.407130  0.034543  0.020000  0.703178
0.439206  0.029312  0.018254  0.705269
0.472478  0.022244  0.015751  0.667247
0.500712  0.017213  0.013904  0.619906
0.533158  0.010653  0.011265  0.504188
0.561190  0.005377  0.009067  0.332827
0.593548 -0.000870  0.006405 -0.080574
