J         CT        CP        eta
0.641528  0.035684  0.031029  0.737757
0.677932  0.028772  0.027336  0.713542
0.715913  0.020763  0.022691  0.655070
0.758733  0.013252  0.018110  0.555063
0.795252  0.005365  0.012906  0.330383
0.832154 -0.000863  0.008809 -0.081718
0.833116 -0.000706  0.008975 -0.065501
0.833116 -0.000706  0.008975 -0.065501
0.833116 -0.000706  0.008975 -0.065501
0.833116 -0.000706  0.008975 -0.065501
0.833116 -0.000706  0.008975 -0.065501
0.833116 -0.000706  0.008975 -0.065501
0.833116 -0.000706  0.008975 -0.065501
0.833116 -0.000706  0.008975 -0.065501
0.833116 -0.000706  0.008975 -0.065501
0.833116 -0.000706  0.008975 -0.065501
0.833116 -0.000706  0.008975 -0.065501
0.833116 -0.000706  0.008975 -0.065501
0.833116 -0.000706  0.008975 -0.065501
0.833116 -0.000706  0.008975 -0.065501
0.833116 -0.000706  0.008975 -0.065501
0.833116 -0.000706  0.008975 -0.065501
0.833116 -0.000706  0.008975 -0.065501
0.833116 -0.000706  0.008975 -0.065501
