J         CT        CP        eta
0.404512  0.102301  0.063693  0.649720
0.429678  0.098356  0.063330  0.667329
0.454572  0.095185  0.063133  0.685361
0.477562  0.091662  0.062473  0.700702
0.502297  0.088206  0.062027  0.714303
0.526670  0.084308  0.061080  0.726962
0.549923  0.080608  0.060176  0.736644
0.572619  0.076392  0.058682  0.745444
0.596856  0.072451  0.057414  0.753181
0.621004  0.068743  0.056243  0.759032
0.644099  0.064814  0.054777  0.762126
0.667089  0.060633  0.053109  0.761607
0.690200  0.056677  0.051420  0.760766
0.713277  0.051789  0.049056  0.753018
0.736483  0.047516  0.046988  0.744772
0.761536  0.043131  0.044828  0.732731
0.783386  0.037824  0.041886  0.707437
0.807945  0.033407  0.039408  0.684941
0.830442  0.028670  0.036677  0.649162
0.857384  0.023284  0.033426  0.597264
0.879838  0.018441  0.030352  0.534588
0.904085  0.013091  0.026988  0.438565
0.928651  0.006669  0.022835  0.271213
0.950697  0.000667  0.018770  0.033818
