J         CT        CP        eta
0.108959  0.078627  0.029693  0.288524
0.133945  0.076516  0.029741  0.344608
0.166126  0.073371  0.029623  0.411469
0.196691  0.070285  0.029368  0.470727
0.225180  0.067421  0.029107  0.521587
0.253144  0.063960  0.028624  0.565653
0.280022  0.060366  0.028049  0.602659
0.309149  0.057055  0.027583  0.639465
0.335329  0.053141  0.026763  0.665834
0.363898  0.048753  0.025709  0.690094
0.393401  0.043911  0.024377  0.708627
0.423653  0.039631  0.023215  0.723231
0.451945  0.034817  0.021650  0.726827
0.481528  0.029763  0.019855  0.721803
0.508266  0.024742  0.017888  0.702999
0.538113  0.018958  0.015449  0.660334
0.565612  0.012614  0.012497  0.570951
