J         CT        CP        eta
0.112967  0.105403  0.042790  0.278263
0.135807  0.103992  0.043192  0.326976
0.158695  0.101667  0.043257  0.372981
0.184663  0.098373  0.043083  0.421643
0.208245  0.096275  0.043337  0.462627
0.233060  0.093281  0.043267  0.502463
0.258171  0.089593  0.042907  0.539079
0.281777  0.086083  0.042496  0.570781
0.307220  0.083539  0.042463  0.604412
0.330432  0.079933  0.041818  0.631598
0.354774  0.076808  0.041447  0.657459
0.379455  0.073031  0.040653  0.681678
0.403159  0.069327  0.039794  0.702359
0.426796  0.065687  0.038915  0.720406
0.450204  0.061735  0.037766  0.735922
0.473314  0.057843  0.036562  0.748822
