J         CT        CP        eta
0.166591  0.111505  0.100301  0.185200
0.209059  0.110390  0.096190  0.239922
0.252061  0.111990  0.094779  0.297831
0.291946  0.110459  0.091762  0.351433
0.336037  0.108711  0.090144  0.405252
0.380217  0.107423  0.089787  0.454899
0.426302  0.103582  0.090906  0.485748
0.468273  0.095908  0.089953  0.499276
0.510677  0.090725  0.088925  0.521014
0.550816  0.086954  0.087402  0.547994
0.598547  0.083488  0.085524  0.584298
0.637884  0.081107  0.083911  0.616570
0.683100  0.078560  0.082238  0.652546
0.723358  0.076129  0.080729  0.682136
0.767092  0.072698  0.079531  0.701188
0.814949  0.066759  0.077233  0.704432
0.855057  0.061617  0.074258  0.709495
