J         CT        CP        eta
0.296392  0.094683  0.043614  0.643451
0.314706  0.093006  0.043725  0.669404
0.333610  0.091014  0.043752  0.693989
0.351199  0.089140  0.043781  0.715062
0.369009  0.086941  0.043666  0.734712
0.388092  0.084440  0.043559  0.752317
0.405593  0.081731  0.043218  0.767021
0.424911  0.078952  0.042933  0.781402
0.441768  0.075903  0.042377  0.791272
0.460598  0.072875  0.041808  0.802862
0.477726  0.068940  0.040633  0.810544
0.494096  0.065103  0.039424  0.815924
0.511582  0.061062  0.038007  0.821898
0.528952  0.056428  0.036192  0.824700
0.544689  0.052358  0.034521  0.826134
0.564022  0.047426  0.032419  0.825099
0.583759  0.042650  0.030299  0.821715
0.602677  0.038121  0.028350  0.810403
0.621088  0.033723  0.026354  0.794761
0.637869  0.029876  0.024331  0.783219
0.655693  0.025993  0.022385  0.761384
0.672756  0.022674  0.020614  0.739961
0.693621  0.018130  0.018137  0.693354
0.710457  0.014439  0.016038  0.639597
