J         CT        CP        eta
0.164316  0.100618  0.049598  0.333344
0.209608  0.097257  0.049461  0.412155
0.252417  0.092305  0.048848  0.476972
0.295638  0.087305  0.048370  0.533610
0.337766  0.082022  0.047792  0.579675
0.380424  0.076749  0.046759  0.624414
0.425133  0.072710  0.046319  0.667364
0.467488  0.066065  0.044345  0.696450
0.513154  0.058628  0.041927  0.717574
0.558348  0.050652  0.038815  0.728608
0.600243  0.043024  0.035591  0.725607
0.642397  0.034299  0.031239  0.705312
0.694563  0.023249  0.025127  0.642646
0.730890  0.016194  0.021103  0.560854
0.776142  0.005464  0.014382  0.294797
0.826908 -0.004198  0.008306 -0.417964
0.822971 -0.004089  0.008304 -0.405245
