J         CT        CP        eta
0.447015  0.057267  0.037729  0.678498
0.473886  0.052621  0.036341  0.686171
0.501127  0.047644  0.034700  0.688064
0.527964  0.041854  0.032562  0.678615
0.554969  0.036379  0.030447  0.663085
0.578750  0.030938  0.028076  0.637748
0.608918  0.024205  0.025040  0.588616
0.634455  0.018372  0.022311  0.522433
0.661250  0.011369  0.018690  0.402210
0.687105  0.005393  0.015606  0.237438
0.714017 -0.001053  0.012245 -0.061413
0.739991 -0.007194  0.008931 -0.596121
0.742067 -0.007263  0.008929 -0.603639
0.742067 -0.007263  0.008929 -0.603639
0.742067 -0.007263  0.008929 -0.603639
0.742067 -0.007263  0.008929 -0.603639
0.742067 -0.007263  0.008929 -0.603639
0.742067 -0.007263  0.008929 -0.603639
0.742067 -0.007263  0.008929 -0.603639
0.742067 -0.007263  0.008929 -0.603639
0.742067 -0.007263  0.008929 -0.603639
0.742067 -0.007263  0.008929 -0.603639
0.742067 -0.007263  0.008929 -0.603639
0.742067 -0.007263  0.008929 -0.603639
