J         CT        CP        eta
0.371814  0.097597  0.052990  0.684806
0.393290  0.095317  0.053147  0.705352
0.414210  0.092644  0.053008  0.723928
0.437807  0.089723  0.052927  0.742164
0.459188  0.086322  0.052520  0.754729
0.481554  0.083252  0.052243  0.767376
0.502509  0.079369  0.051411  0.775773
0.523368  0.074523  0.050069  0.778982
0.544177  0.070094  0.048633  0.784306
0.563731  0.064527  0.046474  0.782710
0.588461  0.058129  0.043788  0.781198
0.610684  0.051431  0.040570  0.774163
0.633436  0.046376  0.038137  0.770289
0.655088  0.040984  0.035249  0.761677
0.676054  0.036221  0.032698  0.748892
0.701103  0.031665  0.030011  0.739743
0.722867  0.027505  0.027759  0.716253
0.744129  0.022707  0.025024  0.675229
0.766603  0.018830  0.022591  0.638976
0.790384  0.013893  0.019713  0.557023
0.811885  0.009950  0.017346  0.465691
0.832050  0.005684  0.014620  0.323517
0.854554  0.000741  0.011383  0.055618
0.879356 -0.004425  0.008104 -0.480138
