J         CT        CP        eta
0.174906  0.096381  0.043619  0.386466
0.213998  0.093199  0.043828  0.455058
0.244885  0.090641  0.043766  0.507173
0.278310  0.087751  0.043707  0.558763
0.307787  0.084043  0.043206  0.598693
0.343142  0.080775  0.042988  0.644767
0.374302  0.077397  0.042676  0.678830
0.407346  0.074036  0.042402  0.711244
0.438174  0.069565  0.041398  0.736299
0.471658  0.064788  0.040173  0.760654
0.499951  0.060273  0.038757  0.777506
0.531373  0.055413  0.037228  0.790928
0.559649  0.050465  0.035335  0.799273
0.594040  0.044842  0.033075  0.805372
0.625008  0.039876  0.030921  0.805996
