J         CT        CP        eta
0.138049  0.078635  0.032212  0.337003
0.175060  0.075250  0.032049  0.411036
0.211538  0.072282  0.032012  0.477640
0.249558  0.067729  0.031480  0.536925
0.285568  0.062728  0.030696  0.583559
0.321209  0.057850  0.029746  0.624691
0.357816  0.051558  0.028235  0.653405
0.393137  0.044081  0.025917  0.668659
0.432948  0.035361  0.022854  0.669870
0.469631  0.028266  0.020182  0.657743
0.509083  0.019651  0.016585  0.603204
0.547904  0.011142  0.012710  0.480298
0.584044  0.003621  0.009174  0.230499
0.582446  0.003652  0.009151  0.232447
0.582446  0.003652  0.009151  0.232447
0.582446  0.003652  0.009151  0.232447
0.582446  0.003652  0.009151  0.232447
