J         CT        CP        eta
0.101569  0.089630  0.031755  0.286680
0.125332  0.087636  0.031902  0.344294
0.146125  0.085164  0.031870  0.390476
0.166502  0.083105  0.031983  0.432644
0.191740  0.080211  0.031969  0.481083
0.213367  0.077203  0.031805  0.517926
0.237777  0.074676  0.031878  0.557002
0.259439  0.071900  0.031723  0.588020
0.281292  0.068577  0.031349  0.615336
0.303566  0.065064  0.030860  0.640045
0.325806  0.061608  0.030351  0.661337
0.348579  0.058323  0.029894  0.680075
0.370480  0.054549  0.029087  0.694781
0.393128  0.051338  0.028402  0.710599
0.413637  0.047535  0.027379  0.718150
0.435543  0.043720  0.026272  0.724786
