J         CT        CP        eta
0.400592  0.052227  0.029431  0.710881
0.424307  0.048422  0.028423  0.722862
0.447005  0.044731  0.027358  0.730860
0.472693  0.040125  0.025870  0.733153
0.497304  0.035743  0.024374  0.729249
0.521696  0.031404  0.022833  0.717516
0.545490  0.026312  0.020854  0.688275
0.568668  0.021493  0.018915  0.646184
0.593845  0.016534  0.016866  0.582138
0.615429  0.011600  0.014682  0.486231
0.641517  0.006543  0.012462  0.336826
0.664156  0.001507  0.010087  0.099218
0.689951 -0.004603  0.007329 -0.433339
0.689502 -0.004581  0.007321 -0.431478
0.689502 -0.004581  0.007321 -0.431478
0.689502 -0.004581  0.007321 -0.431478
0.689502 -0.004581  0.007321 -0.431478
0.689502 -0.004581  0.007321 -0.431478
0.689502 -0.004581  0.007321 -0.431478
0.689502 -0.004581  0.007321 -0.431478
0.689502 -0.004581  0.007321 -0.431478
0.689502 -0.004581  0.007321 -0.431478
0.689502 -0.004581  0.007321 -0.431478
0.689502 -0.004581  0.007321 -0.431478
