J         CT        CP        eta
0.188260  0.122679  0.128448  0.179806
0.235034  0.121220  0.125246  0.227478
0.281323  0.120995  0.121858  0.279330
0.325570  0.119506  0.117865  0.330103
0.373029  0.118787  0.114089  0.388390
0.420446  0.115536  0.111905  0.434088
0.470714  0.112198  0.113410  0.465677
0.516983  0.103056  0.112220  0.474761
0.564317  0.099743  0.111501  0.504807
0.610388  0.095504  0.108877  0.535416
0.658923  0.092848  0.106396  0.575017
0.705153  0.087716  0.102623  0.602720
0.753709  0.085402  0.100937  0.637710
0.799570  0.082366  0.099108  0.664495
0.851035  0.077564  0.097297  0.678434
0.895695  0.072036  0.094635  0.681795
0.938607  0.066202  0.091159  0.681639
